EX_glc__D_e,EX_fru_e,EX_lac__D_e,EX_pyr_e,EX_ac_e,EX_akg_e,EX_succ_e,EX_fum_e,EX_mal__L_e,EX_etoh_e,EX_acald_e,EX_for_e,EX_gln__L_e,EX_glu__L_e,EX_co2_e,EX_h_e,EX_h2o_e,EX_nh4_e,EX_o2_e,EX_pi_e,EX_co2_e_flux,EX_h_e_flux,EX_h2o_e_flux,EX_nh4_e_flux,EX_o2_e_flux,EX_pi_e_flux,Biomass_Ecoli_core_flux
,,,1.4227,,2.3493,,,1.3508,,0.176,0.1741,,0.2365,100,100,100,100,100,100,13.692164602796414,-4.930816378190731,7.33216007312082,-0.950036788285222,-8.998895650893438,-0.8004901854212266,0.21760137695958448
,,,2.1446,2.5231,0.339,0.7667,,1.3839,7.4366,,,,,100,100,100,100,100,100,15.927844870659655,0.1214840606870361,21.93844411550854,-2.655286371192141,-19.622922347600817,-1.7913736013982595,0.48695832805020206
0.5639,,0.5446,0.3392,0.1815,0.4331,,,0.4053,,,,9.0929,,100,100,100,100,100,100,28.369634038838637,-8.068831696704146,4.149755332384357,14.690389848244745,-22.07408888104002,-2.358158253605889,0.6410303241922051
,0.7075,0.3991,0.8653,,0.1992,,0.2836,,,0.1074,4.3025,,,100,100,100,100,100,100,6.31042235817028,-0.3100617665142127,5.176710696555318,-0.5218863010743416,-5.338022278821678,-0.3520875762474655,0.09570978232730731
0.8088,0.2534,,0.4502,,,,,3.2612,,,5.2281,0.2657,,100,100,100,100,100,100,12.584820051287995,-3.0200593631572157,9.704576141767433,-0.6874450401084904,-8.70725111957045,-0.8222867607554184,0.223526452484685
,1.4573,0.1124,,1.3826,,1.0776,,,4.7865,0.4435,0.8235,1.0317,,100,100,100,100,100,100,12.791107764890569,3.2351583094146505,16.654475812203643,-0.3690919895102835,-16.228971998115178,-1.6410666596632133,0.44609961662087044
0.8638,,0.4094,,2.5752,,,,2.1636,0.2816,0.4188,7.482,2.7287,,100,100,100,100,100,100,18.44938895482726,-4.8448925998715895,11.25884752040536,3.30337889374774,-14.955744449080074,-1.4531978879786926,0.3950302791689142
,6.0421,,0.1389,,1.8476,0.4824,,0.8493,,5.5568,,,,100,100,100,100,100,100,24.917555461798074,11.146487250445485,26.15882728269261,-4.796068478525865,-23.67154535909418,-3.2356398752848508,0.8795606804808298
0.1437,,0.4235,,,2.1063,,2.7687,0.199,0.3239,0.7117,1.4466,,0.1508,100,100,100,100,100,100,15.475963206926972,-5.271055844272879,7.5835369082219755,-1.371972999618584,-10.683455617274117,-1.0273300017783304,0.279264414542728
1.8827,2.1128,1.1535,1.486,,,3.6075,0.3144,2.2718,,2.3224,,5.7896,1.6836,100,100,100,100,100,100,45.73180964186166,-5.015714621276823,26.064572799028756,6.478716173823412,-36.58510149348969,-4.576842937821932,1.2441468284508073
4.0164,0.1752,0.4895,,,,0.1593,1.2114,0.1174,,0.5966,,0.1657,1.5451,100,100,100,100,100,100,18.392814540619508,4.3905184327565845,16.20133560699898,-1.1890876545431244,-15.77730013931792,-2.0681809904577104,0.5622043087116941
0.1512,0.605,,,4.0116,,1.7828,3.553,0.9782,0.3551,1.9909,,0.9534,0.8859,100,100,100,100,100,100,26.727291282445545,-8.544144216983918,16.858911319624152,-0.4077771372697131,-21.05702767871947,-2.159183400248342,0.5869419632610232
6.5875,0.1175,,,0.3328,,0.3467,,,6.0373,,,0.3609,1.9883,100,100,100,100,100,100,23.71853612501118,14.25477623414771,31.604959167883834,-2.7207844830289623,-27.25643264224456,-3.66391482315849,0.9959808691000888
,,,,,,,,,1.4133,6.7504,0.3024,0.5218,,100,100,100,100,100,100,7.663169313309185,4.2704253921354,9.440754585815215,-0.40088243560497994,-11.884510850904013,-0.9745117253264437,0.26490654995689916
0.4907,0.6639,2.2735,,,0.2144,3.1106,,9.635,,,,3.3728,0.6428,100,100,100,100,100,100,45.03242865053954,-16.969555276751898,27.44616106439935,2.1543794044403644,-30.510214153303924,-3.531101739452221,0.9598776033523386
,1.6091,0.3408,,,3.8684,,,,,0.1037,,1.198,,100,100,100,100,100,100,18.271261739317495,-2.014541276467395,10.012204878185935,0.0966203685105426,-13.368198389852092,-1.5512631767826197,0.4216878725589526
,0.2158,2.0875,,0.279,,2.7696,0.2001,5.8389,0.5755,,,,5.3285,100,100,100,100,100,100,36.69990732118651,-14.404668203005553,23.505507421985435,0.9151483458299312,-26.251640653165307,-2.977442182034085,0.8093734694414007
,1.3176,,,9.4325,,,,,0.2852,2.7101,,,2.4619,100,100,100,100,100,100,21.34623121306589,-3.1729548656249076,20.768646133147715,-0.578007494951168,-21.111011506692453,-2.0508560192335583,0.5574947724015495
,0.1259,,,3.8365,0.2535,3.0588,,,,,0.8967,,,100,100,100,100,100,100,13.209435418782295,-6.349843135453062,11.136558624370823,-1.1175404501994788,-11.189595036872888,-0.7539422047661486,0.20494799922965795
,1.3199,4.1967,6.4194,2.4915,,,7.1183,6.5198,,0.1309,,0.1477,,100,100,100,100,100,100,52.58680395623898,-18.186339696682,33.13574999778876,-5.818711099797216,-34.434293098977456,-4.124849710758485,1.1212791776329996
0.1026,,0.5422,2.9397,1.3812,7.9753,3.3548,,0.1469,,,,1.3387,0.1147,100,100,100,100,100,100,39.88887680321821,-14.185319291808495,19.257041674142954,-1.7034918686753036,-26.939573604975926,-3.0329250673591273,0.8244556684043617
,2.8421,2.1977,,3.8603,,,,2.1861,2.1613,0.533,1.0668,,,100,100,100,100,100,100,20.088214900503395,1.54818979910704,24.41313487321607,-3.256020134425283,-19.63957509757479,-2.1966551622121284,0.5971281056384397
0.5653,0.5228,0.2273,,,2.7253,0.8623,,0.2275,0.6899,1.6696,,,,100,100,100,100,100,100,14.683330944775774,-0.6774341272503126,11.440132631887359,-1.9517180055298782,-12.410278643904094,-1.3167152704927285,0.35792950512211613
0.8125,3.963,0.1182,0.385,,8.1438,,,0.523,0.6719,9.2904,0.2232,3.8296,,100,100,100,100,100,100,48.422393644696605,4.495271527473038,31.30064231442377,-0.49316317971114293,-41.23693357426233,-5.499944694322851,1.4950783413496105
,0.8827,3.1674,1.671,0.2075,6.2001,0.1589,3.3895,1.533,3.0792,,,,0.165,100,100,100,100,100,100,38.87188075344376,-9.241898999285269,25.868434097890766,-4.917303442507358,-28.753483253098466,-3.428746639149017,0.9320538883706279
7.3539,1.6689,,,,,,1.2649,0.1967,3.3816,0.2463,0.1947,,,100,100,100,100,100,100,24.970217092737997,17.001646027415408,32.860638548476004,-5.41606183540831,-25.865056300499962,-3.65391480962379,0.9932625138292822
0.6327,0.2425,,,,,,0.3479,,,,,,,100,100,100,100,100,100,4.434368171099044,0.3452203731069687,4.116594532308433,-0.2829748699141393,-4.026471977013851,-0.19090736024669075,0.051895332657375885
2.0294,0.4766,,,0.1716,0.1792,2.1918,,,1.3529,4.0257,0.4931,0.3828,,100,100,100,100,100,100,15.588299177269407,4.750322259260826,17.02987793825446,-2.0693999489181287,-16.88647386899765,-1.9126163277738413,0.5199163638714289
0.1329,4.5416,,1.1322,,0.2201,0.7096,,1.2797,,1.2991,8.5317,,6.5243,100,100,100,100,100,100,33.112539728906896,1.4853646470638557,23.795705156378112,1.0647139966345922,-26.921700963778743,-3.6832781379438515,1.0012444988566251
1.0847,,0.4777,,8.0782,3.6919,9.0555,,,2.0886,0.4185,0.2161,,,100,100,100,100,100,100,42.15794556760205,-14.424395153061226,34.934157582908135,-5.334911020408169,-35.10504033163266,-3.5991668813775295,0.9783801020408173
,,,,,6.2929,0.4484,2.1824,1.4587,0.3689,3.8163,,,,100,100,100,100,100,100,29.130899573060674,-8.008194424588941,15.274413513914313,-3.4675582692722413,-20.514559557819762,-2.3393681420869576,0.6359225112368401
1.9553,6.8584,,0.6321,2.3042,0.3141,2.6498,1.6845,,,,,,,100,100,100,100,100,100,33.265304811860155,8.993008528253359,33.694054510923436,-5.769776898447651,-28.402449524247306,-3.8925466322475573,1.0581310333127294
,,,,0.1298,0.2187,,,,,,,,1.3065,100,100,100,100,100,100,5.559181666918798,-2.0835626261797193,2.9070042634221136,1.0084070652060206,-4.624030148081629,-0.20110667532764853,0.0546678650957268
4.9986,5.8741,0.774,,0.1482,,,1.7049,,0.2703,,,,,100,100,100,100,100,100,29.354709562097128,17.285732471345217,34.06526990179141,-5.876229891313617,-26.674234162788945,-3.964364528531246,1.0776536625795223
,0.1874,1.9725,,8.75,,,,1.5093,,,5.8448,,1.3662,100,100,100,100,100,100,20.141697233286514,-8.333443849789774,18.855900773694838,-0.8464669080691198,-17.48016867320385,-1.4927629391714181,0.40578545115704245
6.303,0.2205,0.7715,5.0262,,,6.9553,0.1423,,0.1723,0.5141,,0.4182,0.1351,100,100,100,100,100,100,40.20092094899874,1.9337002623182966,34.946380968481826,-5.289488753258679,-32.89311916319285,-4.223939870637564,1.14821536701487
,2.3895,,,8.8845,,0.5462,0.1082,7.8578,9.1428,,0.122,0.1048,,100,100,100,100,100,100,37.52811329283525,-3.757773152806961,45.85597763210211,-5.868593985661738,-37.0907175646179,-4.1006184373265215,1.1146922655629656
9.0026,1.2026,0.1016,1.2528,,2.2424,1.4596,,,,8.0646,5.4169,0.6738,4.9442,100,100,100,100,100,100,50.18416831157338,16.009863224961094,44.15141831336345,-3.4950418002526824,-45.73386688014876,-6.602636247540671,1.7948286752223954
,,0.8168,2.8361,,,,,0.5388,,,,3.2032,,100,100,100,100,100,100,16.194072713464582,-5.039152461658304,5.423851485563109,4.748882663157046,-12.28419669506594,-1.118234489994897,0.3039754505653891
0.1908,1.349,0.2,,,0.4556,0.5526,,,7.0173,,2.0771,,,100,100,100,100,100,100,9.988878267921299,6.444309190245613,18.687346863406134,-2.3541931741062565,-15.775143377849359,-1.5882428164584668,0.43174023879589546
0.1497,1.1459,0.2925,,,5.8241,,0.5796,,0.3447,,,3.518,1.0313,100,100,100,100,100,100,31.765795373900307,-7.227281266826909,12.123003137605657,3.9977555579138677,-22.569322543520386,-2.745494633784882,0.7463219707464288
5.825,,0.3206,,4.4379,0.3538,3.2821,0.3925,0.5206,8.9381,0.1578,,1.5592,,100,100,100,100,100,100,34.94254165963836,8.660238261979135,43.21664500737321,-3.84985931779259,-38.79458471324386,-4.701095868611322,1.277923143667955
4.4505,,,1.3524,4.0212,3.4076,4.6902,,,7.8305,0.5623,0.1159,,0.1087,100,100,100,100,100,100,38.59069370103164,3.3569540495894983,42.47638777475188,-6.7259346720638895,-38.77001778693739,-4.610946773789873,1.253417450129088
,,,,7.3264,,6.6505,,,,,0.1966,2.4248,,100,100,100,100,100,100,29.40003706434156,-14.173784563938657,19.57968055997691,1.7771088170610465,-24.210958980312114,-2.072838415984004,0.563470360720905
0.6667,,2.0305,,5.9003,9.7747,,,7.5099,0.102,,0.1358,,,100,100,100,100,100,100,53.3497972173829,-20.03400543245171,34.550587487963575,-6.106808333894675,-34.87243468899094,-4.119922941956104,1.1199399086514588
,0.1908,0.5027,1.1893,0.1009,,,6.757,0.1774,0.304,,0.1232,0.1332,0.2286,100,100,100,100,100,100,21.156063389917005,-9.116016349278842,8.362262783003418,-1.4809695857752954,-13.331169280814377,-1.333076458918652,0.36237705138191295
,,,,,0.3781,,4.6432,1.2792,,2.8295,1.7929,3.8068,0.5957,100,100,100,100,100,100,28.11908020312376,-9.558921546560597,8.487517007023756,4.988973509924525,-20.349308149284216,-2.1725746513792314,0.5905821761435365
0.4296,4.3962,0.6147,0.697,0.6221,,0.538,0.1452,,0.728,9.3967,0.4087,,,100,100,100,100,100,100,21.246584835868237,13.60822514345929,26.589151541502112,-4.596124657141329,-24.93576672478381,-3.1007489319662973,0.8428925794346629
,4.7937,,2.2402,,6.8067,7.1286,1.8037,5.1366,0.219,0.2396,0.198,,0.116,100,100,100,100,100,100,63.00481391058771,-13.92078861125837,42.26941961348705,-8.120992990056452,-43.10781066898629,-5.557039706668218,1.5105987731177462
,,,,0.4192,,0.3591,,,0.317,1.3828,0.5973,0.1027,5.0128,100,100,100,100,100,100,15.471731719937688,-3.929874411109019,7.797088040960506,3.1962263045311707,-13.314133841905944,-1.3641128655958819,0.37081383793075673
2.2309,,0.295,0.198,2.5355,8.4054,2.8282,,,,,0.1587,,,100,100,100,100,100,100,36.98436298494604,-8.388764573980225,23.359414850215153,-4.6500846206879585,-26.07995430867379,-3.1371527094565685,0.8527884060827392
,0.1172,0.6741,,0.1809,,,,,7.8613,,,0.1241,4.6991,100,100,100,100,100,100,16.586287257739446,1.9146832703116081,19.18574712684505,1.572304045047093,-21.320422259294414,-2.2769215117894164,0.6189473215509287
0.7324,,,,,,1.922,,,,8.6845,0.1885,,0.6874,100,100,100,100,100,100,13.665165412117766,3.8427334288850163,13.65888555715118,-1.7757470329523648,-16.18048017796352,-1.6617479075194206,0.451721506923482
0.1692,,8.1993,,0.1006,,0.3828,5.7296,1.2547,,,1.1615,0.6442,0.2943,100,100,100,100,100,100,31.076614145683017,-11.288756654542892,20.40540396949396,-2.120187028619562,-22.646579841511382,-2.4981313292588894,0.6790799274903836
,,2.2698,0.2946,0.2261,5.8224,,,,2.5591,,0.3348,,,100,100,100,100,100,100,21.2665902575084,-4.484841529664069,15.499606293466307,-2.70477866136829,-17.28252440319357,-1.824763288874635,0.49603481905961894
,7.1684,2.226,,,0.4955,0.3638,2.3269,0.7492,2.912,,,,,100,100,100,100,100,100,28.989328033547796,10.05967917770985,32.46296257602583,-5.479025406790445,-26.98616773557419,-3.6963928190947843,1.0048095302946094
6.1244,,,3.6381,0.4095,,0.2327,,,6.9582,,7.5472,,,100,100,100,100,100,100,23.520227782875445,14.251245389562275,33.421499623140996,-5.100582116660288,-27.4616048469396,-3.4410782410061262,0.9354060513241435
0.2485,,5.1102,,7.3811,,2.1574,,,0.5347,,,0.7837,,100,100,100,100,100,100,23.011994817598893,-7.913807082305105,22.836429468130124,-1.275801073858768,-21.473330710811894,-1.9181491693082866,0.5214203847305545
2.0145,,,,,5.5759,,,,,2.9859,0.116,6.19,,100,100,100,100,100,100,36.47247103106066,-4.480407603789751,13.668814738486077,7.2013642842445185,-28.196549209063722,-3.4937366504455882,0.9497204584352045
,,,,,7.602,,,,,4.229,,,,100,100,100,100,100,100,23.672366190135808,-4.458493209435329,12.370388606147277,-2.920892294496068,-17.565580028591857,-1.9705631022158714,0.5356683345246604
,,,7.5172,,,0.6442,2.0486,2.9334,,1.2806,,0.5395,,100,100,100,100,100,100,27.73140673370311,-9.202998681206541,14.78665041499021,-1.814735536945019,-18.425728334667355,-1.9522419527141475,0.5306880019338726
,,1.9865,4.7943,5.8294,0.2335,,,,,0.175,0.2691,0.4895,0.3413,100,100,100,100,100,100,20.698818576401443,-6.737576624469577,16.191907686905676,-0.85462875484011,-17.279141241184554,-1.4673031122414926,0.39886457505136974
,,,0.4212,,,,,,0.3577,,0.3716,,2.8911,100,100,100,100,100,100,9.192318928178478,-2.789548622369828,4.586292855158,1.9631314660049017,-7.697121491604293,-0.6260486073224358,0.17018202281306813
0.7434,,8.3149,3.6065,,0.5706,0.4678,0.6063,,,3.1296,,5.1385,,100,100,100,100,100,100,37.18636146569235,-5.623972034209175,22.555925395602944,4.877524370295893,-31.82306727270875,-3.642725021822231,0.9902207360812982
0.1353,1.5476,1.7273,0.3217,0.1135,,,,1.222,0.9723,1.1261,2.5713,,0.3838,100,100,100,100,100,100,12.476753025134606,1.6959343390583952,13.70509889449837,-1.5380087359929033,-12.029892073021673,-1.29653715469064,0.3524443838015158
,,1.5555,,,0.317,0.876,,,,,,0.4652,,100,100,100,100,100,100,7.6161214723617405,-2.7669900996481585,5.474878684631087,0.3582338631785333,-6.507211086728801,-0.3860085767908479,0.10493070290886633
9.6165,,,,,,3.6464,,,,,,1.1545,,100,100,100,100,100,100,31.88058517512502,12.165089999811777,32.67490917884537,-3.607774565851145,-28.225663513670266,-3.9917177588388735,1.0850892322937098
0.213,,,2.6176,,,,0.2831,,2.0551,0.1294,7.1691,0.1545,0.5516,100,100,100,100,100,100,9.249686465960187,-0.39454421889442803,8.079963658975414,-0.2814587279766978,-9.182397730739037,-0.7704833191402459,0.20944445568821493
0.259,,0.1772,,1.0416,,,7.5203,0.2105,,,,,,100,100,100,100,100,100,20.911764374308994,-9.996057749260093,8.087953641073177,-1.8169681667415014,-12.795731668622027,-1.2258070706777984,0.33321746015652554
1.2459,0.6128,,,0.1467,3.9801,0.3188,0.6435,0.562,,6.7687,,0.8343,0.4032,100,100,100,100,100,100,25.67656032922127,1.2141685339337782,17.629813842112004,-1.9633449941093928,-22.241630853045752,-2.7222872450539626,0.7400133865370804
0.2709,,4.0351,1.2761,5.2326,,4.1935,0.4944,,,0.1596,1.1926,0.6299,,100,100,100,100,100,100,26.24612296909834,-9.866938784883589,22.00592389010502,-1.8152044124519904,-22.12981203137171,-2.074533951747199,0.5639312669549572
,8.0632,,,,,5.0223,,0.7213,,0.2841,,,0.8161,100,100,100,100,100,100,32.406491900310264,7.430985037886427,32.493165717358075,-4.769998680687295,-27.72367997895928,-3.768629184390451,1.0244459141518674
8.7831,,,,0.5222,0.6465,,,3.5306,0.7024,,,,,100,100,100,100,100,100,30.017025328026108,11.150685427730734,33.1682730393801,-5.443853011980577,-25.38812226406799,-3.6726639662509064,0.998359193805124
5.8905,0.1303,,0.25,0.1682,,,3.0692,1.3812,6.5738,,1.4419,1.9025,,100,100,100,100,100,100,30.965350868534156,8.893211302351148,32.057174199084784,-2.179818035366926,-30.743602663815885,-4.037622892221282,1.0975678615329605
0.3198,,,,,0.1692,5.0946,,,9.5609,,0.1913,0.5615,,100,100,100,100,100,100,18.094419930592704,1.0664468257289486,25.155768878615646,-2.3338052308741326,-23.92515976931527,-2.332113666889798,0.6339504898169989
2.5706,1.2206,1.4277,0.2779,6.3897,0.3384,,,,,,7.4498,,,100,100,100,100,100,100,19.386685505872613,2.045566641261375,22.360211372353344,-2.9405071117382637,-18.285890620331067,-1.9837961252845389,0.539265535456697
2.7972,,0.4347,,1.2401,,0.3701,1.5232,0.5799,,,5.0777,,1.2999,100,100,100,100,100,100,17.645883411086423,-0.11672048798381139,14.355725967284387,-1.174866466755836,-14.183084630236875,-1.669586891368607,0.453852418345774
0.1808,,9.9009,,1.7022,,,6.3104,,,,7.1142,,3.9483,100,100,100,100,100,100,39.267575935172154,-13.308761758394274,25.581293883678264,-1.1651918386741078,-29.898865886263078,-3.4497877103378967,0.937773591306213
,,,9.2831,1.401,0.2284,3.8789,3.3577,,,0.1201,0.9571,0.3819,,100,100,100,100,100,100,34.66617428601165,-13.07391090757701,18.017359936303112,-2.8525505345545366,-23.601437407160706,-2.43974998376354,0.6632098251457119
,,0.3118,,,,,0.8901,,,,0.166,0.9973,1.3173,100,100,100,100,100,100,9.6789141080014,-3.709107297682038,3.3659971628750243,2.4931393276570577,-7.45792086906073,-0.5523721547366466,0.1501541725981038
1.8305,0.6279,0.6813,,0.1931,2.7638,1.0504,,0.1582,0.1601,,0.218,5.2971,0.2744,100,100,100,100,100,100,30.819150950109172,-4.315796410785681,13.484639001219517,6.615523754174101,-23.84456579609669,-2.8693133042693333,0.7799802387444826
,0.4342,,2.885,2.0305,0.2666,0.1548,0.1451,9.6745,0.1437,2.0589,2.2743,,,100,100,100,100,100,100,33.16730244877306,-12.297869332339781,24.530179299994607,-3.5608009025232983,-21.979393175847743,-2.402273745619208,0.6530224659850533
,,,,4.3505,,0.192,3.54,7.5058,,,0.3667,,0.5642,100,100,100,100,100,100,32.717687518085086,-16.756521351242142,20.87781631514444,-2.4796852430681295,-20.6484244514934,-2.0535395840072357,0.5582242596589152
,0.5132,9.7958,0.3648,,1.3726,,,2.479,3.8135,7.5052,0.6472,0.1065,,100,100,100,100,100,100,31.018262008916256,1.9530964434947513,36.19673048613423,-5.231617115009378,-33.34274694020616,-3.673179463942308,0.9984993242021308
,0.335,,9.7136,,1.6848,,0.178,,,3.0986,0.2506,,,100,100,100,100,100,100,24.115193425248197,-2.8948929212552397,14.504954067541732,-2.8662012781146173,-18.337202826358027,-1.933666124156448,0.5256384386213726
0.4217,,,0.1764,,2.0201,0.3225,4.0882,0.1748,1.5069,0.9477,0.2233,0.1043,0.3296,100,100,100,100,100,100,20.165062461315262,-5.574602382159414,10.96182577972994,-1.8214537014237902,-14.896019832901228,-1.5919267296485717,0.4327416559242576
0.6271,,,,,,0.6184,,,0.1878,2.3725,,,9.6785,100,100,100,100,100,100,27.49552078051314,-5.389870751303441,13.228932855249218,5.545699132238641,-22.844886353573056,-2.7881702157118773,0.757922694351773
4.4101,0.1866,,0.2521,4.5922,0.1778,2.8479,,,6.9793,,,,3.8151,100,100,100,100,100,100,33.32673145940366,4.811809647974059,37.69486815729512,-2.5286618728052477,-35.325680157109396,-4.27978227726829,1.1633952965091785
,1.002,0.1068,,4.6324,3.2064,,,,0.4598,,6.7216,,0.3219,100,100,100,100,100,100,17.761731215483035,-4.0667128122707865,13.971599346604386,-1.7790554644690848,-14.408737661259012,-1.4173974594964915,0.3852984639944776
,0.492,2.0378,7.9812,0.8558,,0.1611,,0.3214,0.9359,,6.8859,,2.2103,100,100,100,100,100,100,24.983735494082016,-4.668979384833525,17.244535111685135,-0.9405324192611909,-19.753897539286708,-2.1256908782159907,0.5778375182037104
,0.1761,1.7266,,1.5613,,0.176,8.4378,,,0.3234,,4.2389,4.7457,100,100,100,100,100,100,46.29983383846794,-18.175495004163103,14.415027800166538,7.702959970024985,-32.27297163030808,-3.724400419650289,1.0124229808492922
0.5731,,,0.1253,0.1648,1.1204,0.467,,,7.384,3.2871,,,,100,100,100,100,100,100,11.931234229354722,6.445988589233899,20.081081230322614,-2.6940225971772085,-18.971048870530524,-1.817506772343716,0.4940622427334962
,,0.2636,0.4164,,,5.572,,2.4711,1.9982,,,0.1117,,100,100,100,100,100,100,20.999707230130817,-8.614233455991018,17.24465917694933,-2.0532300444253453,-16.994067237033665,-1.5359152993741787,0.41751577986086874
,,,,,9.8945,0.7159,0.1433,,3.212,,6.2717,1.1609,,100,100,100,100,100,100,32.876100493263365,-8.621537251233457,17.33626831615049,-1.8120157246497786,-24.235450896860115,-2.7888548830452575,0.7581088110053144
,3.4551,1.0985,1.4282,,7.3621,2.789,,0.2562,0.1175,7.2681,8.4705,,3.3455,100,100,100,100,100,100,48.95967417247672,-1.8241723055746824,33.43180873764481,-4.322160951752865,-39.68588043232092,-5.172943138059952,1.406187821257495
0.1045,,,,0.573,,,4.8466,,8.3152,0.3289,0.371,0.1684,,100,100,100,100,100,100,16.67696652914095,0.056243280549663106,18.664464024297292,-2.560643756738854,-19.611501915150754,-1.9547436817626318,0.5313680598479414
,0.6276,,,,,,0.1401,0.151,0.9905,2.0135,,3.1679,,100,100,100,100,100,100,12.756823082755858,-0.30887123967691343,6.2124000290018495,4.53927670467157,-12.4981250887474,-1.2120140563609028,0.3294680339143976
,,,1.4043,2.4078,,,8.0255,,,0.7676,0.1614,1.4207,0.4717,100,100,100,100,100,100,29.31284959200667,-12.89333480432974,10.55736139217321,0.3897454088259775,-19.402991375520408,-1.9722242764363163,0.5361199000832642
0.3781,4.2618,,0.3088,,,,3.4414,5.9752,,1.4084,,,0.6886,100,100,100,100,100,100,34.77361641686802,-2.645064466928391,26.7202621236032,-4.170028426457281,-24.532392384476005,-3.2778455825279376,0.8910336756266992
,,1.5045,0.2418,,,0.5872,0.1093,,,2.2146,2.027,6.6457,,100,100,100,100,100,100,22.892741561266146,-5.687915629448599,5.809075383242489,10.371247726034749,-19.53426229851468,-1.9700638516424633,0.5355326206655742
,,3.2427,8.478,,,,,,0.4458,5.7621,3.9574,0.8859,,100,100,100,100,100,100,25.062081147482424,-0.790896301735333,18.98452222323714,-1.6808074100646933,-22.974961006128293,-2.3292816313462756,0.6331806429842821
,,0.2368,,,8.7966,3.9925,,1.3365,0.4487,,,,,100,100,100,100,100,100,36.1631520793066,-13.99592312887624,18.95216876724352,-3.9393019323461576,-23.647293202402,-2.6576272774577494,0.7224365339543278
,0.1789,0.43,,8.7071,,0.9292,1.1234,,,,,,2.5345,100,100,100,100,100,100,21.930859716944894,-9.482439239861227,16.891889294270694,0.13459910504064268,-18.56678389816143,-1.6190792661177638,0.4401226699969475
0.4031,,,,7.5244,0.1226,0.9378,0.2355,0.6983,,,0.163,,,100,100,100,100,100,100,14.794646432616398,-6.43497455882987,14.286260273277371,-1.3802774957932444,-12.976700670276571,-0.9311962338201486,0.253131876429219
,,0.6756,2.4049,2.0596,,0.1142,0.3631,2.2259,,,0.169,,2.8739,100,100,100,100,100,100,21.027588606635785,-8.037807829754422,12.806773629813108,0.629582925926462,-15.266249593773322,-1.5141155407119893,0.4115898389952938
0.2811,,8.8268,0.8529,1.1007,,0.1319,,1.0482,,,,1.5164,,100,100,100,100,100,100,22.424190081375627,-5.423332042447952,19.74566879672916,0.11066786844767026,-19.50584105018291,-1.9713995511189548,0.5358957107453655
0.594,2.3209,,6.2347,2.1457,2.1657,0.4625,,,0.1065,2.5137,2.226,7.7585,,100,100,100,100,100,100,45.76404183815321,-4.909434436755694,20.370313049962657,8.926786812399852,-36.3365880481399,-4.446049232178795,1.2085925006602392
0.4269,0.3279,,,,,,,0.1428,0.1543,,0.4353,1.4884,,100,100,100,100,100,100,7.374323236163474,-0.6809684134233966,3.8580200581604185,2.2751035814912797,-6.492849903300005,-0.47339543257922917,0.12868552276054857
0.9521,0.1325,2.8054,,0.1576,4.2334,,3.3791,0.692,,0.2029,,0.1378,,100,100,100,100,100,100,27.893397781937516,-7.6426076372188,15.99500408141126,-3.04201626898171,-18.918048396563073,-2.2382106383331632,0.6084243451037469
,,0.1879,,8.2082,,,0.1238,0.1196,,6.1483,,1.1194,5.7877,100,100,100,100,100,100,30.316122818122018,-6.448630959136386,20.9156392628512,3.60976759790521,-28.756889365572547,-2.9797229840790327,0.8099934716282974
,1.0851,0.2569,,0.1568,2.5692,,,,,,0.1596,0.1008,0.1041,100,100,100,100,100,100,11.523221942730162,-1.2753120894165761,7.576065460968143,-0.9682295393234923,-8.58147402232012,-0.859449199733965,0.23362850999917373
0.3082,0.7609,,,0.7093,6.0409,2.2532,0.723,,,1.0627,,0.1553,0.2243,100,100,100,100,100,100,27.833236055742855,-7.18416917033521,15.610971647747352,-2.8135788089728777,-19.5743432096723,-2.2590318725367835,0.6140842886173854
0.1137,,,,0.5912,,0.2822,,0.5215,4.6764,0.2151,,0.813,,100,100,100,100,100,100,8.116454938741695,1.2715111472980254,11.400708878989848,0.24075200079826753,-11.537605332690289,-0.9345495552126332,0.254043427083651
,2.99,0.513,,0.1136,9.0355,,7.9405,1.1906,0.1901,1.3825,,,,100,100,100,100,100,100,52.60665239871209,-12.472959265386695,26.546073766968163,-6.656123886226295,-33.910174254480474,-4.490515504009052,1.2206799967404427
,0.7378,,0.1219,0.1756,,,3.5322,0.7285,0.7177,,6.1047,,0.9918,100,100,100,100,100,100,15.644381221483052,-4.704426503106544,8.678078359108701,-0.6658059403719183,-11.193086417407345,-1.1182942658535446,0.3039916997454375
,4.8127,8.2645,0.1185,0.1764,,,2.6785,,,5.341,4.1607,0.5699,0.55,100,100,100,100,100,100,33.88086529953513,6.231088413749726,33.72517495661987,-4.395614070911999,-31.963438772359776,-4.105489426104751,1.1160163715727687
0.2404,,0.965,4.1246,2.6282,,,,3.7226,,0.8251,9.2296,6.2646,0.1189,100,100,100,100,100,100,36.67648298930999,-12.021144664392537,15.574675302704788,8.323682932502491,-27.19552218903602,-2.9174429772232418,0.7930635760522141
5.6605,,8.0189,,4.8573,9.258,2.0854,5.1662,0.4546,,3.8038,,,,100,100,100,100,100,100,70.8220415223871,-8.323293257959303,53.40738184301123,-10.460162981206299,-54.58468286214411,-7.056888490126903,1.9183104058843863
